1085986.3341435429	-1024707.0947417829	1.07692e-01	   12
1075927.7181246874	-1008071.8220426320	9.26219e-03	   25
1062670.2803114750	-986604.2339853303	1.23219e-02	   35
1055714.7240154727	-975538.0675521329	6.54536e-03	   44
1052633.2474651570	-970679.4852944096	2.91885e-03	   54
1051300.1030705527	-968466.2942590569	1.26649e-03	   60
1050608.5390342609	-967430.3078703990	6.57818e-04	   65
1050163.2490208189	-966647.7481603253	4.23840e-04	   70
1049852.4959316682	-966137.3425388440	2.95909e-04	   76
1049657.1270689170	-965798.3118685468	1.86092e-04	   79
1049525.7176710267	-965553.9630114648	1.25193e-04	   81
1049431.5764640172	-965272.5495683232	8.96988e-05	   86
1049389.9791556175	-965230.9522599236	3.96379e-05	   86
