1	61.586899	42	5
2	210.937479	99	11
3	295.920513	157	13
4	399.267489	227	16
5	468.763973	253	18
6	579.706210	331	20
7	702.247448	370	23
8	727.263153	391	22
9	845.082498	425	26
10	904.010117	444	28
11	950.274417	457	31
12	1010.198367	474	31
13	1065.582399	483	34
14	1107.599700	500	34
15	1223.196293	523	35
16	1274.891984	538	36
17	1352.909992	551	38
18	1403.211224	560	39
19	1430.474075	571	39
20	1481.270202	581	41
21	1543.943834	594	44
22	1680.051779	621	48
23	1788.592523	640	50
24	1836.394961	649	52
25	1851.278774	656	49
26	1908.301374	673	50
27	1941.531188	683	50
28	1988.829684	694	50
29	2087.134688	711	53
30	2242.543450	745	55
31	2337.777133	758	60
32	2470.202284	771	67
33	2550.995943	785	69
34	2655.938692	797	72
35	2746.785982	815	70
36	2845.918580	824	72
37	2946.475758	834	76
38	3007.832455	844	77
39	3057.711090	857	75
40	3105.351097	866	75
41	3178.442912	872	81
42	3260.501541	877	85
43	3294.329178	886	85
44	3328.422457	886	85
45	3382.198889	897	88
46	3455.963036	914	90
47	3592.053363	935	90
48	3674.625511	945	91
49	3750.917278	956	95
50	3931.499051	983	97
51	3959.309111	997	95
52	3990.770696	1009	97
53	4059.042126	1011	103
54	4096.006200	1017	103
55	4146.155090	1027	104
56	4200.929233	1031	106
57	4254.905281	1038	108
58	4390.735572	1050	113
59	4466.106467	1064	114
60	4562.576414	1077	118
61	4591.718409	1084	120
62	4671.061007	1108	122
63	4676.478312	1122	117
64	4726.734736	1122	118
65	4753.462369	1131	119
66	4777.881010	1139	119
67	4893.857856	1164	121
68	4924.982069	1176	119
69	4975.166771	1199	116
70	5052.754088	1205	120
71	5141.460631	1210	126
72	5167.006779	1214	129
73	5213.155195	1229	130
74	5228.652319	1235	131
75	5250.785432	1236	130
76	5296.269392	1240	132
77	5290.885395	1246	134
78	5315.731688	1256	136
79	5354.019593	1273	138
80	5403.873926	1296	143
81	5434.744201	1300	145
82	5460.263976	1309	146
83	5473.408019	1315	147
84	5489.669325	1340	148
85	5501.316839	1355	148
86	5516.107294	1358	146
87	5533.092468	1367	148
88	5547.038951	1374	151
89	5567.464396	1399	156
90	5582.876762	1403	158
91	5587.618024	1410	160
92	5591.471328	1416	162
93	5600.702301	1427	162
94	5594.653968	1443	163
95	5627.410650	1456	167
96	5644.862909	1471	168
97	5637.398978	1482	166
98	5641.305567	1496	166
